"Venue","Review Rating","Sentence","ContextIndependence","FactoidType"
,,"I first heard of this place when Seth Godin actually mentioned it on his marketing blog (and it cemented my reasons to move to NYC).",FALSE,"(none)"
,,"I first ate it in February (yep, great idea!).",FALSE,"(none)"
,,"Lula's doesn't taste like dairy ice cream, no.",TRUE,"judgement :: positive"
,,"But it's in a world of its own.",FALSE,"(none)"
"#Cafe Pick Me Up",0.80,"I loved almost all the flavors, especially the berry ones.",FALSE,"judgement :: positive"
,,"I couldn't be happier to have finally checked out Lula's this summer.",FALSE,"judgement :: positive"
,,"It sucks going to ice cream places knowing that I can't have anything because of the dairy...but at Lula's I felt like a kid in a candy store.",FALSE,"(none)"
,,"No bells and whistles--just two big fat scoops of vegan ice cream, just for me!",FALSE,"(none)"
,,"I got vanilla pecan and pistachio, which tasted delightful because I was actually able to taste the pistachio.",FALSE,"fact :: practical"
,,"Overall, the ice cream was smooth and creamy and not too sweet.",FALSE,"judgement :: positive"
"#Cafe Pick Me Up",0.60,"I felt great afterward--it didn't hurt my stomach and I didn't regret it one bit.",FALSE,"(none)"
,,"Amazing!",TRUE,"judgement :: positive"
,,"Lula's is certainly not your regular ice cream shop!",TRUE,"judgement :: positive"
,,"I'm not sure if it's just me, but I didn't notice anywhere in or around the shop that indicated that the ice cream is vegan.",FALSE,"(none)"
,,"So I probably wouldn't have known that if I hadn't found it on Yelp or had just walked past the shop on the street.",FALSE,"(none)"
"#Cafe Pick Me Up",0.80,"They should definitely rock it out, loud and proud vegan.",FALSE,"(none)"
,,"Brilliant !",TRUE,"judgement :: positive"
,,"Try the brownie sunday with choc orange and peanut butter choc chip with whipped cream and cookie crumble to top it.",TRUE,"fact :: practical :: advice"
"#Cafe Pick Me Up",0.60,"There's a lot of more exotic flavors too.",FALSE,"(none)"
,,"The ice cream here is so awesome its tough to believe its all Vegan.",TRUE,"judgement :: positive"
,,"Besides, they are very environment friendly and use no disposable containers/utensils,a friend introduced me to this place and I love it !",FALSE,"(none)"
,,"Highly recommended.",TRUE,"fact :: practical :: advice"
,,"Great product and cheerful service!",TRUE,"judgement :: positive"
,,"A summer-time must.",FALSE,"fact :: practical :: advice"
"#Cafe Pick Me Up",0.60,"I can't even describe how excited I was to be able to get a gluten-free cone with dairy-free and soy-free softserve icecream!",FALSE,"fact :: practical"
,,"The hard flavors are delicious and creative as well, but it had been a decade since I was able to have softserve icecream.",FALSE,"(none)"
,,"The icecream is a bit heavier than real icecream, but definitely delicious.",TRUE,"judgement"
,,"Tiny place and there are sometimes lines.",TRUE,"fact :: practical"
,,"My only wish was that the second softserve flavor in the machine was also gluten-free.",FALSE,"(none)"
,,"In the Esperanto language (y'know, that auxiliary vessel for international harmony and mutual understanding?), we have a word for places like this:",FALSE,"(none)"
"#Cafe Pick Me Up",0.60,"VEGANTRIJARAĜGAJECO.",FALSE,"(none)"
,,"OK: so admittedly this wasn't a word until I came up with it a second and a half ago, but doubleyoo tee eff, mates.",FALSE,"(none)"
,,"A loose translation would be ""the feeling of being a blissed out three-year-old all over again, suspended in a matrix of sweet 'n' creamy satiety, but like... veganized.""",FALSE,"(none)"
,,"That's where you're going to be when you bring a cone of that cake batter/pumpkin pie soft-serve swirl to your lips, as I did when I swung through here a few weeks back.",FALSE,"(none)"
,,"Ne legu plu; get here now.",FALSE,"(none)"
,,"I brought my boyfriend to Lula's because we really wanted to try a banana split.",FALSE,"(none)"
,,"Little did he know that I was taking him to a VEGAN ice cream place... hehee.",FALSE,"(none)"
,,"So we sampled some flavors to put on our banana split (Lula's gives you REAL silverware... not plastic little spoons.",FALSE,"(none)"
"#Cafe Pick Me Up",0.60,"I love this fact--it gives the intimate little storefront a genuine feel.), and then we got our precious gem of vegan ice cream!",FALSE,"(none)"
,,"While we were eating it, my boyfriend kept saying ""this redefines ice cream!""",FALSE,"(none)"
,,"Keeping the secret was a painstaking task.",FALSE,"(none)"
,,"After we finished the delicious concoction of pure cashew-based goodness, I told him.",FALSE,"(none)"
,,"The incredulity on his face was hilarious.",FALSE,"(none)"
,,"He was in such shock that he had to go back into the store (we were sitting on the bench outside) and confirm my apparently impossible claim.",FALSE,"(none)"
,,"He walked back out with the funniest of smiles on his face.",FALSE,"(none)"
"#Cafe Pick Me Up",0.80,"What wonderful ice cream.",TRUE,"judgement :: positive"
,,"I guess being a vegan wouldn't be that bad, especially at Lula's :)",FALSE,"(none)"
,,"Ray is the man!",FALSE,"(none)"
,,"This place is open ridiculously late... might even be 24 hours a day.",TRUE,"fact :: practical"
,,"Come here for some of the best soft serve ice cream, fried oreos, belgian fries and egg creams.",TRUE,"fact :: practical :: advice"
,,"The hot dogs here are also fantastic.",FALSE,"judgement :: positive"
"#Cafe Pick Me Up",1.00,"There are so many items on the menu, but if you're in doubt, you can NOT go wrong with the soft serve pistachio cone.",TRUE,"fact :: practical :: advice"
,,"Parking around here is usually a bit of a challenge, so you're better off taking the train.",TRUE,"fact :: practical :: alert"
,,"Don't expect to sit down... this place is literally a counter.",TRUE,"fact :: practical :: alert"
,,"You're in and out.",FALSE,"(none)"
,,"There is ALWAYS some homeless woman laying down just outside the place.... don't mind her.",FALSE,"fact :: practical :: alert"
,,"Ray's is so much more than a Candy Store, it's an institution!",TRUE,"judgement :: positive"
,,"Egg Creams, Chocolate Malts, Milk Shakes, Soft Serve, Belgium Fries, and the list can go on and on.",TRUE,"fact :: practical"
,,"Not only does he have a wide variety, but the quality is top notch.",FALSE,"judgement :: positive"
,,"IMO, there is no better Chocolate Egg Cream in NYC!",FALSE,"judgement :: positive"
,,"One of the last of it's kind in an ever changing city, it's worth it to come and see it for yourself.",TRUE,"fact"
,,"Sure the place is small, sure it gets crammed, sure there are some characters, but that's how NYC used to be...",TRUE,"fact :: practical"
,,"Come down to Ray's on Ave A and you will be pleased!",TRUE,"fact :: practical :: advice"
,,"Suggestion: Small order of Belgium Fries and a large Chocolate Egg Cream.",TRUE,"fact :: practical :: advice"
,,"Ray told me tonight that he loves ice cream, pretty girls and pianos.",FALSE,"(none)"
,,"How can you not adore him?",FALSE,"(none)"
,,"I'm a regular at Ray's during my late night cravings that include, but are not limited to, pistachio soft serve, beignets, and hot sausages.",FALSE,"fact :: practical"
,,"Ray's is a NYC institution, and for good reason.",FALSE,"(none)"
"#OatMeals",0.60,"The prices are great, and for a few bucks, you can satisfy your drunken cravings.",TRUE,"judgement :: positive"
,,"They're 24 hours- so feel free to come at all hours of the day.",TRUE,"fact :: practical :: advice"
,,"The experience is even better because of sweet Ray, who always offers up sweet compliments as you wait for your food.",FALSE,"judgement :: positive"
,,"He's also a great conversationalist, so if you've nothing better to do, stay and chat!",FALSE,"(none)"
,,"Ray's is also a great place to meet some of the most interesting people in the world.",FALSE,"fact :: practical"
"#OatMeals",1.00,"On my most recent trip, I met an award winning filmmaker whose fims were shown in Tribeca numerous times!",FALSE,"(none)"
,,"Ray's brings people of all walks in NYC together for some delicious treats.",TRUE,"judgement :: positive"
,,"Oh Ray's...a slice of vintage NYC preserved within the increasingly gentrified Ave A.",FALSE,"judgement :: positive"
"#OatMeals",0.80,"The best munchie food in the East Village, period (and not just because its open 24 hours).",TRUE,"judgement :: positive"
,,"For one thing, Ray is the sweetest guy.",FALSE,"(none)"
,,"He kind of reminds me of my grandpa, except instead of teaching me about birds and gardening, he's satisfying my intoxicated cravings for fried food and icecream.",FALSE,"(none)"
,,"Which brings me to the food- hot dogs, beignets, soft serve (I'm pretty sure the picture for soft serve is actually a cone photoshopped over the hand of an 80s aerobics instructor), belgian fries, FRIED OREOS.",FALSE,"fact :: practical"
,,"If I haven't convinced you to go yet you are awful and do not deserve to partake in the magic elixir of Ray's anyways.",FALSE,"(none)"
,,"Its a great place.",TRUE,"judgement :: positive"
,,"Their beignets are pretty amazing and super cheap.",TRUE,"judgement :: positive"
"#OatMeals",1.00,"Only $4 for huge amount.",FALSE,"fact :: practical"
,,"I like those kind of places.",FALSE,"(none)"
,,"The owner is very welcoming and funny, jokes a lot with his customers.",TRUE,"judgement :: positive"
"#OatMeals",0.80,"Everybody seems to love this guy.",FALSE,"(none)"
,,"The malted shakes abs egg creams very delicious too...",FALSE,"judgement :: positive"
"#OatMeals",1.00,"The place is a very old and dirty but has a good vibe.",TRUE,"judgement :: positive"
,,"Overall i liked it, be back again.",FALSE,"judgement :: positive"
,,"Ray is the sweetest man.",FALSE,"(none)"
,,"He and his candy store have been around for ages and it's as charming as ever.",FALSE,"judgement :: positive"
,,"It's not so much a candy store, though it does sell some, as it is what I like to call carnival and boardwalk food - hot dogs, fries, sundaes, milkshakes, slushes, etc.",FALSE,"fact :: practical"
"#OatMeals",0.80,"And Ray always gives more than you pay for.",FALSE,"fact :: practical"
,,"So make sure to tip him and strike up a conversation if you have the time.",FALSE,"fact :: practical :: advice"
,,"He's a sweetheart to anyone and everyone!",FALSE,"judgement :: positive"
,,"Can I just say that this is the grungiest looking shop in ALL of New York City.",FALSE,"fact :: practical"
,,"Those little bathroom-turned-bodegas in the subway are cleaner and in better shape than Ray's.",FALSE,"(none)"
,,"You walk into Ray's, and there's handwritten signs all over the place.",FALSE,"(none)"
,,"You look up at the menu, and it looked like a homeless interior designer came through and post-moderned the place.",TRUE,"judgement :: negative"
,,"I have no idea what all they sell, because everything looked kinda schizophrenic.",FALSE,"judgement"
,,"I thought it was kinda cool that they sold cigarettes in addition to Belgium Fries, hot dogs, softserved ice cream, and egg creams.",FALSE,"judgement :: positive"
,,"I wanted ice cream, and Yelp told me that this is the smoothest soft-serve in NYC.",FALSE,"fact :: practical"
,,"But I also saw that they have the best egg creams in NYC.",FALSE,"judgement :: positive"
,,"I've never had an egg cream before.",FALSE,"(none)"
,,"And now my life is changed for ever.",FALSE,"(none)"
,,"This beverage tastes like a light milkshake, and the seltzer was very calming.",FALSE,"fact :: practical"
,,"Honestly, it's not even that good.",FALSE,"judgement :: negative"
"#OatMeals",0.80,"And if you think about it, it's a realllly weird drink.",FALSE,"judgement :: negative"
,,"But now I'm addicted.",FALSE,"(none)"
,,"I kinda want a egg cream right now.",FALSE,"(none)"
,,"I tried the vanilla one, and you can taste all the flavors without the heaviness of a milkshake.",FALSE,"fact :: practical"
,,"I got a small one for $2.50, which I thought wasn't bad.",FALSE,"judgement :: positive"
,,"Then a few days later, I got one for twice the size for 50 cents more.",FALSE,"fact :: practical"
,,"I wanna go back and try the strawberry one.",FALSE,"(none)"
,,"I no longer know how to think.",FALSE,"(none)"
